start,end,n_points,peak_score
2008-07-20 10:25:00,2008-07-20 10:25:30,2,0.24256995
2012-02-29 14:03:30,2012-02-29 14:04:00,2,0.24831603
2008-07-22 08:35:00,2008-07-22 08:35:30,2,0.33961135
2012-02-23 13:24:00,2012-02-23 13:24:30,2,0.2726599
2008-07-23 16:38:00,2008-07-23 16:38:30,2,0.2251427
2013-05-03 07:53:30,2013-05-03 07:54:00,2,0.2863513
2013-06-23 06:46:00,2013-06-23 06:46:30,2,0.2862987
2010-06-22 13:46:00,2010-06-22 13:46:30,2,0.27968326
2013-02-20 06:01:00,2013-02-20 06:01:30,2,0.26114896
2010-06-19 03:00:30,2010-06-19 03:01:00,2,0.32910755
2008-07-24 21:42:30,2008-07-24 21:43:00,2,0.5838504
2013-05-08 16:58:30,2013-05-08 16:59:00,2,0.2892428
2010-10-27 20:59:30,2010-10-27 21:00:00,2,0.23246534
2008-03-29 20:01:00,2008-03-29 20:01:30,2,0.25668025
2008-03-29 02:54:00,2008-03-29 02:54:30,2,0.22819585
2013-02-16 14:14:30,2013-02-16 14:15:00,2,0.27865463
2012-02-17 15:09:00,2012-02-17 15:09:30,2,0.22290395
2010-11-03 20:50:30,2010-11-03 20:51:00,2,0.22049743
2008-08-02 11:45:30,2008-08-02 11:46:00,2,0.28269678
2008-03-22 16:26:30,2008-03-22 16:27:00,2,0.29604465
2010-10-25 21:55:00,2010-10-25 21:55:30,2,0.22935823
2013-03-22 09:16:30,2013-03-22 09:17:00,2,0.26830062
2008-06-16 14:59:00,2008-06-16 14:59:30,2,0.22383381
2010-08-18 22:25:30,2010-08-18 22:26:00,2,1.843181
2008-06-13 11:32:30,2008-06-13 11:33:00,2,0.2622901
2008-06-13 02:50:30,2008-06-13 02:51:00,2,0.24400556
2010-08-05 03:42:30,2010-08-05 03:43:00,2,0.29619813
2012-04-16 21:16:30,2012-04-16 21:17:00,2,0.25215238
2008-06-09 14:51:30,2008-06-09 14:52:00,2,0.2510718
2008-06-29 15:00:00,2008-06-29 15:00:30,2,0.26690808
2008-06-30 06:20:30,2008-06-30 06:21:00,2,0.32040423
2012-04-09 14:54:30,2012-04-09 14:55:00,2,0.328682
2008-05-25 20:03:00,2008-05-25 20:03:30,2,24.822952
2008-05-25 20:01:30,2008-05-25 20:02:00,2,5.350551
2012-03-13 12:03:00,2012-03-13 12:03:30,2,0.21505697
2013-04-02 11:26:00,2013-04-02 11:26:30,2,0.22129737
2013-04-04 16:58:00,2013-04-04 16:58:30,2,0.22001141
2008-05-16 20:49:00,2008-05-16 20:49:30,2,0.2843235
2010-09-13 09:13:00,2010-09-13 09:13:30,2,0.2573742
2013-04-08 08:03:30,2013-04-08 08:04:00,2,0.23826896
2008-05-06 10:12:30,2008-05-06 10:13:00,2,0.23642656
2008-07-03 23:05:30,2008-07-03 23:06:00,2,0.24832198
2008-07-04 03:48:30,2008-07-04 03:49:00,2,0.22367536
2013-03-10 09:16:30,2013-03-10 09:17:00,2,0.25505608
2008-04-30 09:39:30,2008-04-30 09:40:00,2,0.25995022
2010-07-16 17:30:30,2010-07-16 17:31:00,2,0.26641837
2010-09-21 10:04:30,2010-09-21 10:05:00,2,0.26153353
2008-07-10 01:37:30,2008-07-10 01:38:00,2,0.25674766
2013-03-04 00:03:00,2013-03-04 00:03:30,2,0.28533673
2008-05-25 20:00:00,2008-05-25 20:00:30,2,1.0986146
2008-09-09 19:45:00,2008-09-09 19:45:30,2,0.27259326
2008-01-07 16:36:00,2008-01-07 16:36:30,2,0.21727082
2012-07-02 12:34:00,2012-07-02 12:34:30,2,0.33609548
2008-09-09 19:55:00,2008-09-09 19:55:30,2,0.8433779
2012-01-04 07:05:00,2012-01-04 07:05:30,2,0.22873244
2010-11-26 07:31:30,2010-11-26 07:32:00,2,0.27308944
2010-11-26 16:17:30,2010-11-26 16:18:00,2,0.27301472
2010-11-27 00:09:00,2010-11-27 00:09:30,2,0.28056872
2012-07-03 19:07:30,2012-07-03 19:08:00,2,0.27178723
2010-04-04 03:05:30,2010-04-04 03:06:00,2,0.25614685
2012-07-04 18:35:30,2012-07-04 18:36:00,2,0.24124141
2010-11-29 08:01:00,2010-11-29 08:01:30,2,0.2782728
2011-12-28 04:02:00,2011-12-28 04:02:30,2,2.8785095
2012-06-14 18:28:00,2012-06-14 18:28:30,2,0.25435153
2010-03-25 03:14:00,2010-03-25 03:14:30,2,0.21627073
2010-12-03 10:01:00,2010-12-03 10:01:30,2,0.30615884
2010-03-22 17:58:30,2010-03-22 17:59:00,2,0.3555905
2010-12-04 17:47:30,2010-12-04 17:48:00,2,0.22918881
2012-07-07 23:37:30,2012-07-07 23:38:00,2,0.21692929
2010-03-22 01:08:00,2010-03-22 01:08:30,2,1.1262676
2011-12-15 04:09:00,2011-12-15 04:09:30,2,0.21823537
2010-03-22 01:06:00,2010-03-22 01:06:30,2,1.1971649
2010-03-22 01:04:30,2010-03-22 01:05:00,2,0.27087244
2011-12-13 23:45:00,2011-12-13 23:45:30,2,0.21975267
2013-07-27 15:37:30,2013-07-27 15:38:00,2,0.2570385
2010-12-08 10:19:00,2010-12-08 10:19:30,2,0.34705204
2007-11-03 09:08:30,2007-11-03 09:09:00,2,0.2528055
2008-09-21 01:48:30,2008-09-21 01:49:00,2,0.2281981
2008-03-18 13:48:30,2008-03-18 13:49:00,2,0.32438868
2008-03-17 19:29:30,2008-03-17 19:30:00,2,0.29597554
2012-06-15 21:07:30,2012-06-15 21:08:00,2,0.30995598
2008-08-16 09:05:00,2008-08-16 09:05:30,2,4.523754
2008-08-16 09:06:30,2008-08-16 09:07:00,2,4.318986
2013-01-30 06:25:00,2013-01-30 06:25:30,2,0.33412793
2008-03-02 10:52:30,2008-03-02 10:53:00,2,0.24974908
2008-08-17 17:01:00,2008-08-17 17:01:30,2,0.24148713
2010-05-15 17:39:30,2010-05-15 17:40:00,2,0.25777888
2010-11-10 04:29:00,2010-11-10 04:29:30,2,0.23380896
2012-06-18 09:01:00,2012-06-18 09:01:30,2,0.25745827
2012-01-31 18:27:30,2012-01-31 18:28:00,2,0.2412946
2010-04-29 19:26:00,2010-04-29 19:26:30,2,0.2601011
2012-01-07 03:40:30,2012-01-07 03:41:00,2,0.29086423
2008-08-26 14:27:30,2008-08-26 14:28:00,2,0.31879893
2010-11-16 23:01:00,2010-11-16 23:01:30,2,0.23896429
2010-04-22 05:16:00,2010-04-22 05:16:30,2,0.24551068
2008-02-09 21:40:30,2008-02-09 21:41:00,2,0.25021124
2013-01-22 10:54:30,2013-01-22 10:55:00,2,0.2219988
2012-01-18 16:57:00,2012-01-18 16:57:30,2,0.23045442
2010-04-22 01:18:00,2010-04-22 01:18:30,2,3.4900982
2012-01-17 18:58:00,2012-01-17 18:58:30,2,0.2446412
2008-01-29 18:27:00,2008-01-29 18:27:30,2,0.2629214
2010-11-17 18:44:00,2010-11-17 18:44:30,2,0.23123664
2013-06-01 18:36:00,2013-06-01 18:36:30,2,0.2766379
2008-01-25 23:00:30,2008-01-25 23:01:00,2,0.2267927
2012-01-10 12:52:30,2012-01-10 12:53:00,2,0.24161053
2008-09-09 19:42:30,2008-09-09 19:43:00,2,0.24397285
2010-11-15 12:01:30,2010-11-15 12:02:00,2,0.25327572
2011-08-17 20:36:30,2011-08-17 20:37:00,2,0.23700245
2009-07-08 13:12:30,2009-07-08 13:13:00,2,0.2769032
2011-06-20 05:05:00,2011-06-20 05:05:30,2,0.3204086
2011-05-14 14:33:00,2011-05-14 14:33:30,2,0.28582487
2012-10-27 18:02:30,2012-10-27 18:03:00,2,0.29904383
2007-06-24 07:32:00,2007-06-24 07:32:30,2,0.22554673
2011-06-09 02:47:30,2011-06-09 02:48:00,2,2.0548224
2013-11-20 16:10:30,2013-11-20 16:11:00,2,0.22571509
2011-08-17 19:37:00,2011-08-17 19:37:30,2,0.25456628
2007-06-23 06:46:00,2007-06-23 06:46:30,2,0.24382389
2012-10-12 01:34:30,2012-10-12 01:35:00,2,0.33126304
2011-07-23 23:08:30,2011-07-23 23:09:00,2,0.30040178
2012-09-13 03:06:00,2012-09-13 03:06:30,2,0.24646345
2011-08-17 16:22:00,2011-08-17 16:22:30,2,0.2437045
2009-03-02 14:35:30,2009-03-02 14:36:00,2,0.246498
2011-06-08 04:03:00,2011-06-08 04:03:30,2,0.29661044
2012-11-16 19:24:30,2012-11-16 19:25:00,2,0.2239592
2012-10-13 16:10:30,2012-10-13 16:11:00,2,0.25814638
2011-04-04 01:10:00,2011-04-04 01:10:30,2,0.2584633
2011-04-04 02:57:00,2011-04-04 02:57:30,2,0.2657649
2013-12-17 09:30:00,2013-12-17 09:30:30,2,0.2925772
2007-05-08 01:55:30,2007-05-08 01:56:00,2,0.23693693
2012-10-26 10:21:30,2012-10-26 10:22:00,2,0.23830348
2011-05-16 06:46:00,2011-05-16 06:46:30,2,0.24421838
2012-11-26 23:26:30,2012-11-26 23:27:00,2,0.26043087
2011-08-18 09:16:00,2011-08-18 09:16:30,2,0.33548757
2011-08-03 19:47:30,2011-08-03 19:48:00,2,0.24266881
2007-02-02 20:42:00,2007-02-02 20:42:30,2,0.26329786
2009-05-06 22:01:00,2009-05-06 22:01:30,2,0.24317122
2007-06-26 20:58:30,2007-06-26 20:59:00,2,0.28847104
2011-07-28 23:21:30,2011-07-28 23:22:00,2,0.26080036
2007-06-26 13:15:30,2007-06-26 13:16:00,2,0.24207456
2007-05-21 07:29:00,2007-05-21 07:29:30,2,0.2802325
2011-05-28 15:45:00,2011-05-28 15:45:30,2,0.27711323
2013-12-17 10:03:00,2013-12-17 10:03:30,2,0.2753467
2007-05-29 07:39:00,2007-05-29 07:39:30,2,0.250582
2009-03-13 02:43:30,2009-03-13 02:44:00,2,0.53925985
2011-07-26 10:28:30,2011-07-26 10:29:00,2,0.21457662
2012-11-01 20:44:30,2012-11-01 20:45:00,2,0.30944172
2009-03-13 02:46:00,2009-03-13 02:46:30,2,1.2069608
2011-08-09 07:17:00,2011-08-09 07:17:30,2,0.23515771
2012-09-16 09:02:00,2012-09-16 09:02:30,2,0.25605312
2012-09-13 09:02:00,2012-09-13 09:02:30,2,0.28577363
2011-05-04 08:09:00,2011-05-04 08:09:30,2,0.31129417
2012-11-01 16:30:00,2012-11-01 16:30:30,2,0.22173786
2009-10-31 10:22:00,2009-10-31 10:22:30,2,0.27578664
2007-03-03 02:33:00,2007-03-03 02:33:30,2,0.23557739
2012-11-21 11:58:30,2012-11-21 11:59:00,2,0.2908309
2009-11-03 14:25:00,2009-11-03 14:25:30,2,0.28994274
2012-09-15 23:07:00,2012-09-15 23:07:30,2,0.26015994
2011-08-08 09:16:30,2011-08-08 09:17:00,2,0.2231708
2009-03-13 02:51:30,2009-03-13 02:52:00,2,0.67770666
2011-05-29 10:09:00,2011-05-29 10:09:30,2,0.24065842
2011-05-11 12:46:00,2011-05-11 12:46:30,2,0.3532188
2011-08-14 13:34:00,2011-08-14 13:34:30,2,0.25000387
2011-08-12 19:57:00,2011-08-12 19:57:30,2,3.964174
2011-08-05 20:45:00,2011-08-05 20:45:30,2,0.26126343
2011-08-12 19:55:30,2011-08-12 19:56:00,2,0.50354594
2009-07-07 20:51:00,2009-07-07 20:51:30,2,0.23450334
2012-11-23 09:58:30,2012-11-23 09:59:00,2,0.24649465
2009-03-13 02:35:00,2009-03-13 02:35:30,2,0.5428875
2007-06-16 10:17:00,2007-06-16 10:17:30,2,0.27688348
2011-08-06 10:41:30,2011-08-06 10:42:00,2,0.27216282
2012-10-08 09:40:30,2012-10-08 09:41:00,2,0.2892406
2011-04-21 00:10:30,2011-04-21 00:11:00,2,0.26894614
2013-12-19 10:52:30,2013-12-19 10:53:00,2,0.27325556
2009-11-08 21:47:00,2009-11-08 21:47:30,2,0.21582071
2007-06-14 01:29:00,2007-06-14 01:29:30,2,0.24069169
2012-10-11 00:38:30,2012-10-11 00:39:00,2,0.22639252
2012-10-30 12:16:30,2012-10-30 12:17:00,2,0.23799683
2012-11-06 18:44:30,2012-11-06 18:45:00,2,0.30265677
2009-12-10 13:00:30,2009-12-10 13:01:00,2,0.76478183
2009-02-07 01:53:00,2009-02-07 01:53:30,2,0.30238307
2011-07-16 09:55:30,2011-07-16 09:56:00,2,0.31371257
2009-12-10 12:54:30,2009-12-10 12:55:00,2,0.7793807
2009-02-08 05:02:00,2009-02-08 05:02:30,2,0.37309903
2009-12-10 12:52:30,2009-12-10 12:53:00,2,0.3560013
2009-08-24 00:04:30,2009-08-24 00:05:00,2,0.2250759
2011-08-24 22:14:00,2011-08-24 22:14:30,2,0.21335043
2009-08-20 07:15:30,2009-08-20 07:16:00,2,0.25289926
2011-05-21 16:49:00,2011-05-21 16:49:30,2,0.25131115
2012-10-16 17:06:00,2012-10-16 17:06:30,2,0.29342976
2012-11-30 09:14:00,2012-11-30 09:14:30,2,0.25688103
2011-05-19 03:46:30,2011-05-19 03:47:00,2,0.2512176
2012-09-29 09:50:00,2012-09-29 09:50:30,2,0.28310055
2011-05-17 09:31:00,2011-05-17 09:31:30,2,0.27794898
2011-08-24 22:38:00,2011-08-24 22:38:30,2,0.21882102
2009-03-13 03:00:30,2009-03-13 03:01:00,2,0.31356663
2011-05-21 20:33:30,2011-05-21 20:34:00,2,0.2516601
2011-07-31 11:32:30,2011-07-31 11:33:00,2,0.22823304
2013-12-15 09:32:00,2013-12-15 09:32:30,2,0.27214888
2012-10-02 06:38:00,2012-10-02 06:38:30,2,0.23848449
2011-05-21 22:02:00,2011-05-21 22:02:30,2,0.30724186
2009-10-07 22:17:00,2009-10-07 22:17:30,2,0.21281414
2011-09-01 16:22:30,2011-09-01 16:23:00,2,0.33136955
2012-10-18 13:05:00,2012-10-18 13:05:30,2,0.27540675
2011-07-31 05:02:00,2011-07-31 05:02:30,2,0.25241524
2007-04-12 15:57:30,2007-04-12 15:58:00,2,0.24155374
2007-07-18 11:55:30,2007-07-18 11:56:00,2,0.23163986
2012-12-04 13:37:00,2012-12-04 13:37:30,2,0.28176752
2009-02-01 18:26:30,2009-02-01 18:27:00,2,0.298599
2013-11-11 05:26:30,2013-11-11 05:27:00,2,0.58078116
2013-12-30 12:57:30,2013-12-30 12:58:00,2,0.2476757
2007-07-13 20:28:00,2007-07-13 20:28:30,2,0.22072782
2012-09-04 11:06:30,2012-09-04 11:07:00,2,0.33293623
2012-10-06 12:54:00,2012-10-06 12:54:30,2,0.35027495
2007-01-24 18:11:30,2007-01-24 18:12:00,2,0.3362972
2012-09-27 23:02:00,2012-09-27 23:02:30,2,0.24974398
2013-11-19 14:56:30,2013-11-19 14:57:00,2,1.9717214
2011-07-29 18:35:30,2011-07-29 18:36:00,2,0.21837065
2012-10-06 21:00:30,2012-10-06 21:01:00,2,0.2935207
2012-10-25 06:46:00,2012-10-25 06:46:30,2,0.29757148
2011-03-30 20:33:00,2011-03-30 20:33:30,2,0.2866816
2012-10-06 19:39:00,2012-10-06 19:39:30,2,0.33187136
2007-05-05 13:50:30,2007-05-05 13:51:00,2,0.41081735
2012-10-06 17:56:00,2012-10-06 17:56:30,2,0.26490682
2013-12-27 21:00:00,2013-12-27 21:00:30,2,0.22814475
2012-11-14 13:00:30,2012-11-14 13:01:00,2,0.3165316
2011-07-08 22:33:00,2011-07-08 22:33:30,2,0.24469732
2012-11-14 10:06:30,2012-11-14 10:07:00,2,0.2330612
2011-07-19 13:53:30,2011-07-19 13:54:00,2,0.25456715
2011-05-16 06:51:00,2011-05-16 06:51:30,2,0.2740849
2012-06-15 05:24:00,2012-06-15 05:24:00,1,0.22349545
2012-06-15 20:04:30,2012-06-15 20:04:30,1,0.22749846
2012-06-10 08:50:30,2012-06-10 08:50:30,1,0.23303714
2012-10-07 06:53:00,2012-10-07 06:53:00,1,0.26543632
2012-06-16 17:46:00,2012-06-16 17:46:00,1,0.2549004
2012-06-16 10:30:30,2012-06-16 10:30:30,1,0.21155648
2012-10-08 12:54:30,2012-10-08 12:54:30,1,0.2566205
2012-10-07 16:09:00,2012-10-07 16:09:00,1,0.35260537
2012-10-03 07:23:30,2012-10-03 07:23:30,1,0.23900479
2012-06-10 05:42:30,2012-06-10 05:42:30,1,0.2119621
2012-10-08 18:25:00,2012-10-08 18:25:00,1,0.28122193
2012-06-10 00:09:00,2012-06-10 00:09:00,1,0.22067554
2012-10-02 19:37:00,2012-10-02 19:37:00,1,0.2557239
2012-06-16 12:04:30,2012-06-16 12:04:30,1,0.21653388
2012-06-09 01:47:00,2012-06-09 01:47:00,1,0.24149385
2012-10-07 06:17:00,2012-10-07 06:17:00,1,0.23236634
2012-06-16 16:37:30,2012-06-16 16:37:30,1,0.21286458
2012-06-19 06:30:30,2012-06-19 06:30:30,1,0.21363078
2012-06-17 09:26:30,2012-06-17 09:26:30,1,0.22507457
2012-06-14 13:53:00,2012-06-14 13:53:00,1,0.21309842
2012-10-08 05:23:30,2012-10-08 05:23:30,1,0.33722138
2012-06-14 11:39:00,2012-06-14 11:39:00,1,0.21161938
2012-06-14 15:22:30,2012-06-14 15:22:30,1,0.21220388
2012-06-18 13:10:30,2012-06-18 13:10:30,1,0.21706662
2012-10-06 13:32:30,2012-10-06 13:32:30,1,0.21284716
2012-06-14 17:34:30,2012-06-14 17:34:30,1,0.27216443
2012-10-08 05:46:30,2012-10-08 05:46:30,1,0.2591578
2012-06-18 11:21:00,2012-06-18 11:21:00,1,0.24544598
2012-06-18 15:08:00,2012-06-18 15:08:00,1,0.21522976
2012-06-18 16:06:30,2012-06-18 16:06:30,1,0.22584808
2012-06-18 16:22:30,2012-06-18 16:22:30,1,0.23783632
2012-06-17 11:29:00,2012-06-17 11:29:00,1,0.21332818
2012-06-10 17:58:30,2012-06-10 17:58:30,1,0.25552163
